,ID,Text,Date Created,Username,Twitter Screen Name,Location,Cleaned Text,Retweet,Retweeted Person
26,1138870402413944832,"b'#GizmodoES Tesla presentar\xc3\xa1 este mismo a\xc3\xb1o una \xe2\x80\x9ccamioneta cyberpunk\xe2\x80\x9d, seg\xc3\xban Elon Musk #Tecnolog\xc3\xada\xe2\x80\xa6 https://t.co/xB3hyq8d7i'",2019-06-12 18:07:17,TecnoSpider 🕷,TecnoSpider,,GizmodoES Tesla presentar este mismo a una  cyberpunk seg Elon Musk Tecnolog ,False,None
27,1138870311879733248,"b'RT @cleantechnica: Move Over Tony Stark, Elon Musk Admits To James Bond Villain Side\xc2\xa0Project https://t.co/uzgbCR9AYD https://t.co/Z1f4BtXzq8'",2019-06-12 18:06:56,GenericGene.com,GenericGene,Australia +61 412 622 944,cleantechnica Move Over Tony Stark Elon Musk Admits To James Bond Villain Side  ,True,@cleantechnica:
28,1138870061739991040,"b'Tesla presentar\xc3\xa1 este mismo a\xc3\xb1o una \xe2\x80\x9ccamioneta cyberpunk\xe2\x80\x9d, seg\xc3\xban Elon Musk https://t.co/DTz8zm5A6d https://t.co/yYrzPhLG3R'",2019-06-12 18:05:56,Gizmodo en Español,GizmodoES,,Tesla presentar este mismo a una  cyberpunk seg Elon Musk  ,False,None
29,1138869934354837504,b'@maddoxrules @The_Real_Fly $130 million of administration expenses in 7 years. ~$20 million a year in admin expense\xe2\x80\xa6 https://t.co/wbi5zl5qnE',2019-06-12 18:05:26,🇺🇸,awakening5x5,,maddoxrules TheRealFly 130 million of administration expenses in 7 years 20 million a year in admin expense ,False,None
30,1138869847926988800,b'Elon Musk: Bald E-Autos mit 650 Kilometern Reichweite \xf0\x9f\x9a\x97\nhttps://t.co/4hKRXikKPQ\n#tesla #elektroauto #e-auto',2019-06-12 18:05:05,Venture Daily,Venture_Daily,"Berlin, Deutschland",Elon Musk Bald EAutos mit 650 Kilometern Reichweite  elektroauto eauto,False,None
31,1138869681333424134,b'via ArtkoCapital: Tesla\xe2\x80\x99s Elon Musk Goes Prospecting - WSJ https://t.co/ZdGA7WVWpJ $tsla',2019-06-12 18:04:25,FinTwit $TSLA Tweets,FinTwitTSLA,Wall St,via ArtkoCapital Tesla Elon Musk Goes Prospecting  WSJ  tsla,False,None
32,1138869577532747783,"b'So to the uninitiated, the TMC investors forum is where we under-the-bridge-dwellers mine our Baggy Gold\xe2\x84\xa2\xef\xb8\x8f\n\ntoday (\xe2\x80\xa6 https://t.co/EPVN2wHWFd'",2019-06-12 18:04:01,elmerFUDD,PlugInFUD,Curaçao,So to the uninitiated the TMC investors forum is where we underthebridgedwellers mine our Baggy Gold  ,False,None
33,1138869570817540097,b'@rkbarney Also bottomless bad faith. They are super good at that. Elon Musk levels.',2019-06-12 18:03:59,Maniac Bowl,Maniac_Bowl,"San Francisco, CA",rkbarney Also bottomless bad faith They are super good at that Elon Musk levels,False,None
34,1138869552148647936,b'RT @tweetsonamug: @SpaceX https://t.co/bOOtoEP7G4 https://t.co/5vheMXlaJn',2019-06-12 18:03:55,Jason Mark Patterson,JasoN7Patterson,"Lompoc, CA",tweetsonamug SpaceX  ,True,@tweetsonamug:
35,1138869345445175296,"b'@elonmusk Hey, Elon Musk, I bet you $ 1 that you do not arrive on #GeekPicnic2019 in Moscow \xf0\x9f\x98\x8c. #Elonmuskow'",2019-06-12 18:03:05,Максим Невежин,M_Nevezhin,"Москва, Россия",elonmusk Hey Elon Musk I bet you  1 that you do not arrive on GeekPicnic2019 in Moscow  Elonmuskow,False,None
36,1138869294949961730,b'RT @CGrantWSJ: Get ready for the California lithium rush? https://t.co/xZDP9Z6tms',2019-06-12 18:02:53,Wolfgang Pipperger,WPipperger,"Prag, Tschechische Republik",CGrantWSJ Get ready for the California lithium rush ,True,@CGrantWSJ:
